,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
444,16,2910,4,17,149,5,9,28,116,77,1374,231,4,161,431,2282,6,1,2313,124,9,7,177,11,98,2396,61,29,2688,16,97,218,6,1,45,149,1132,47,275,281,1029,449,6,17,339,9,110,21,1475,1060,1,161,332,231,100,98,34,13,3051,1,243,8,57,4,98,7,2214,2175,10,204,8,252,4,37,8,73,48,15,98,48,1299,6,79,357,563,5485,18,6,243,6704,23,79,110,39,193,70,898,337,39,152,1,5485,72,18,3,347,1803,150,73,1043,1503,379,6,1,5485,9,15,1,4665,507,2827,15,116,346,98,1915,3295,79,63,73,18,620,5,13,18,3,7109,345,6,17,1722,98,1901,326,436,389,2827,2827,190,1,5485,2814,1059,8,30,62,2827,7,345,6193,9686,15,10,204,3,1891,48,2834,8,98,48,998,1,5485,1,54,36,4385,10,204,8,98,48,418,1,555,100,61,41,650,196,231,2,20,4956,5,3406,5,30,99,20,617,1087,264,98,22,66,4389,8,196,231,1229,40,635,5,8,99,66,20,617,85,658,54,36,701,4044,3236,107,277,10,1253,747,57,146,9,7,2487,2,461,59,1574,5655,98,1,45,149,8637,375,2,17,109,596,59,9,7,1430
445,776,2470,11,670,9690,1018,5,13,12,1406,2,1356,8,1,140,2648,4380,3,725,910,8,1,2478,7521,532,11,9690,1018,2,1221,111,4,17,2792,13,42,21,20,2341,1,693,19,1299,73,558,667,1174,5269,25,2308,43,1,9687,2478,7521,11,142,5,471,2,1,910,27,357,10,292,4752,1835,1201,19,1,443,504,49,1939,115,162,186,94,1,910,1780,292,1018,8,27,1409,2,1,32,7,140,2648,7,2128,5238,3553,2,720,1497,776,2,3568,3638,30,4218,2,1,2970,860,2564,5486,7,4601,693,33,25,1364,3,252,4,1,910,8,1780,4752,2,720,776,100,924,1476,632,29,1246,1018,1,381,18,57,4,55,80,735,1225,23,1018,187,9691,9692,1244,668,1276,1042,668,5,4191,3306,338,1276,8369,668,1776,15,1,49,126,2015,23,1,47,2229,144,18,513,23,45,47,2229,144,582,489,7313,5,12,624,2,20,2461,1462,23,218,24,163,2564,5486,12,57,4,541,218,6,1,108,2047,28,2394,10,1,144,1,1946,3036,4,1,49,12,2,1477,2356,9528,10,902,5,1705,8447,443,380,342,8,22,21,2420,913,2623,26,2426,526,2,2737,2356,611,30,25,51,2660,11,156,45,46,9,18,570,38,116,77
446,65,215,3,251,7146,1961,4,434,148,471,2,633,9694,151,10,287,1790,5,30,215,434,1211,2,20,632,10,3,1631,2745,26,1,118,375,49,112,66,215,2,6256,68,1,1595,515,410,389,19,405,23,140,4812,11,662,288,50,6,1,319,36,108,281,878,729,5,47,108,281,712,598,1890,9,5,45,234,340,11,1,977,59,5081,3,6063,1226,392,116,163,63,1,38,666,3,1661,10,76,1616,44,241,1937,1,117,112,15,6,3,188,8,1,392,10,179,18,3846,34,463,2101,48,51,831,365,282,2007,1367,1890,1,338,2,1280,226,1488,1,54,36,3,1950,16,218,8,42,783,1549,6,365,5,670,365,341,54,36,536,2095,306,2669,521,107,71,13,15,1,54,36,359,3,294,8,2932,341,11,610,142,298,5,2742,315,10,179,598,15,9,1797,2,20,9011,11,3,933,5,1615,8,53,57,9507,14,42,2034,10,17,7522,17,149,6261,1,47,1,36,5,1,1041,13,15,1656,173,359,2,193,3,933,41,112,27,21,2070,6,57,729,15,112,62,21,1567,2,1115,151,1,118,69,1,1789,503,11,429,1790,585,434,319,34,73,66,15,41,42,21,718,173,360,3,585,1593
447,5487,21,2272,5,5460,8,18,64,321,251,11,1,92,759,343,732,2,195,9,1615,1,947,45,28,22,2939,2360,5,1238,6,1,3861,11,55,80,117,1210,5,889,142,19,3,4978,4,473,6,2530,8,29,93,402,13,33,772,135,5,558,8,14,314,40,20,736,9,198,43,415,10,35,267,126,153,153,2191,34,29,93,402,35,772,135,5,14,314,40,20,736,3182,157,836,7513,4045,4046,22,51,1,3469,4,1266,6548,5,228,1238,6,1,226,23,1,162,415,1397,2,9,7,1637,194,35,350,1374,250,1993,1992,80,24,164,2,3,459,1578,6,468,2,9,7,1014,415,48,24,5852,468,35,350,1374,250,1993,1992,80,24,3046,7474,157,836,2783,909,9,986,415,11,126,3,4978,4,473,13,7,21,3,473,2087,9,15,29,1,81,13,18,3,473,2087,91,13,18,2375,35,78,50,28,2166,40,2375,415,18,888,9611,106,126,632,6,3,383,9695,1263,11,43,661,5,3,775,142,117,4,127,142,62,889,6,7184,5860,41,103,736,452,1297,415,524,40,1451,3,69,1,3411,77,300,1924,7,1441,41,170,40,25,2,608,1048,16,415,7,594,2,9080,61,552,23,963,1152,147,143
448,87,1741,102,1547,634,28,1040,405,717,589,315,24,77,831,2,120,6,1396,4,1,31,49,2080,240,16,3,357,83,31,1659,6,2441,634,18,100,79,149,7,274,2,239,1,426,4,83,5,421,674,285,171,37,693,73,1765,1027,33,20,623,2,2916,68,2,238,203,3,77,634,66,15,73,18,5132,23,45,340,8,30,33,195,2123,612,2,5763,2146,1584,23,1,717,4,3,3548,4889,2,1,405,542,1545,60,1780,93,201,2,1707,391,683,449,66,409,5027,6,8,9,401,40,169,17,312,111,3443,2698,17,2079,6,1,405,960,9,1819,4041,10,827,9624,1,31,49,33,212,1,469,678,5,509,904,7220,13,66,943,14,33,20,1,767,31,305,326,9,1073,16,45,564,10,1050,654,11,3605,24,163,3,4260,1203,19,8550,5,1641,1656,178,1917,2082,52,3041,43,1917,7,1888,159,3386,52,494,15,2543,1785,2,9,7,6414,4,5320,6239,16,5890,7515,112,62,3539,194,65,62,1603,355,29,1,1321,5,8,1,49,18,4040,321,1501,53,1,456,52,53,14,2994,761,52,2972,90,28,900,1088,75,57,173,75,57,82,152,91,14,2447,40,87,51,970,400,1469,893,15,47,108,281,712
449,7,105,592,2,1,864,19,3,232,125,605,1668,2577,1900,4640,9315,872,723,135,23,2934,58,8,50,27,1930,9,1971,3,3517,3273,6,468,5,1794,8,261,2734,27,5844,50,28,314,40,212,857,10,569,574,9,3874,58,279,106,2925,43,1,1913,596,19,53,14,7,1,544,1913,596,6,510,9,4648,263,5,178,261,2734,28,3169,1,1506,596,7524,41,25,316,3,328,312,16,1,622,3919,1118,6,261,308,799,4,1,512,125,52,2237,4674,7524,46,283,9,210,157,181,270,50,27,89,1916,2,1689,1,2367,236,8,22,51,316,23,1265,5,95,328,226,56,3663,89,9697,46,283,9,210,157,181,270,11,1750,1328,39,2,1,502,4,1107,638,5,2,56,4,127,28,27,309,67,2419,16,95,104,2881,4216,312,46,283,9,210,157,181,9,7,468,2,1,1082,6,261,308,82,20,251,474,5,14,7,1088,21,19,232,19,13,901,14,22,51,2979,9,3585,261,2734,279,106,1900,872,12,309,2,1433,749,9,12,2859,5251,5,3904,2062,13,12,9176,91,13,901,1742,50,99,20,5199,11,70,347,212,13,22,2064,8,7,3,1199,2678,162,2,3640,159,755,1257,128,101,716,3529,147,143
450,2,7352,1423,15,9698,3830,41,42,398,24,4276,46,283,9,210,154,181,3620,7,358,6,1290,8,24,628,898,10,9,7,248,1398,2,2157,7,628,75,1267,48,540,3,3597,2,1982,159,755,9,1515,2,358,201,1024,5,13,1515,2,6469,58,1499,13,948,5,416,4,477,1719,9,550,2,1113,1,244,199,6,1,47,34,598,18,2569,2,795,5,13,4946,9,16,17,184,432,60,65,27,4313,2,235,19,14,1636,58,9,4250,425,1814,375,6,17,432,5,1331,2,272,14,135,87,59,1,614,8,44,425,2757,319,33,20,6333,58,23,1,305,598,4037,75,81,2934,58,9,7,1452,35,25,608,1089,5,478,2,476,8,434,12,232,11,189,38,9,416,4,6096,5,8442,189,60,13,608,520,2,88,29,286,4,123,3058,99,20,3511,10,1,496,1951,425,1814,375,60,13,513,1674,6,17,134,491,432,35,267,527,10,1,38,2,530,9699,17,513,302,2,24,3246,425,1814,375,1796,9,33,20,3922,2,628,1,137,96,23,1674,425,1814,375,67,416,4,6416,43,95,434,1044,201,99,20,1500,43,9,7,5242,253,2,305,375,8,2046,148,882,358,191,1024,128,101,1123,4120,147,143
451,3761,5656,12,21,19,2546,19,39,74,119,6,189,35,267,6230,23,8,1034,2778,1042,2779,138,567,41,19,3,280,592,2,1390,14,58,1274,41,9706,14,35,267,21,1948,5042,35,25,93,665,4,9707,1907,1034,2778,1042,2779,138,567,7528,7529,35,42,177,56,165,3668,5,56,165,3668,5,56,165,5821,25,608,1344,219,1034,2778,1042,2779,138,567,2544,145,72,7,24,7527,190,13,789,33,20,4338,53,3668,8147,52,3261,146,1,553,1034,2778,1042,2779,138,567,6334,3975,190,93,487,28,25,51,1703,146,25,2991,61,59,133,2261,5,4591,61,11,17,545,1034,2778,1042,2779,138,567,6334,7527,322,812,57,4,165,3668,12,1851,4468,5,1851,2546,35,74,4290,15,8,1034,2778,1042,2779,138,567,6334,7529,1,280,392,8,41,48,10,631,577,656,1,833,280,829,789,41,48,328,1699,1034,2778,1042,2779,138,567,1097,1450,245,170,40,967,353,50,27,67,1500,29,90,11,3264,43,3908,1999,21,1410,11,1,123,553,1,12,8886,725,362,90,727,16,1,5,5857,6,243,158,4,90,27,10,1,1092,3789,5,1199,4330,5,942,14,30,1229,40,1,4531,30,476,857,2,20,21,87,791,128,101,114,716,147,143
452,1408,4,1,4086,78,46,9,13,15,146,3,339,929,3133,39,46,9,14,7,3,6247,16,24,5090,6301,1,232,8721,3645,145,408,10,2,3265,9,19,3,662,490,92,1900,489,3073,43,1,6050,5443,3645,164,2,1,1639,125,14,256,219,142,133,35,1272,409,3,2513,58,4,7423,13,7,21,3,292,136,784,2633,4891,524,40,5443,3187,146,1,207,130,13,15,35,299,78,2,4273,46,9,6,1,497,5,178,61,4999,1601,315,24,77,784,2633,4891,178,9,3,4087,58,3429,385,5,558,53,13,18,3829,13,299,20,87,55,991,13,7,991,19,14,12,13,7,21,733,9,22,592,10,303,4135,146,17,2645,76,9708,2,694,3,473,16,383,518,106,1603,111,2028,4,3280,58,1,3056,1,3121,3604,13,7,3858,316,451,16,494,8,22,38,698,168,7,516,4573,2,14,87,53,14,7,2,1,7530,4,95,141,5,52,1,278,9,7,6748,9709,4,17,2413,18,1868,242,133,13,1043,17,130,5,89,8,13,18,570,23,621,7531,6998,1,9515,9076,6,44,9,12,9710,6584,23,17,3215,4,740,168,232,10,39,784,2633,4891,2115,379,64,25,2,20,15,552,23,3950,299,8007,147,143
453,303,685,545,276,985,3,1286,59,9,15,6,1017,13,33,335,685,50,26,1,226,1313,1812,69,226,936,5,959,993,6,37,560,5184,9,875,1,226,366,1021,298,2,5185,2,3,241,6882,2644,685,866,26,4232,1,226,5,5878,44,5879,1,1154,66,4687,1,396,4,118,1520,11,757,5880,4688,11,2102,2522,2053,365,282,839,1367,48,928,3079,3,1315,8,48,51,488,146,1,168,105,2,976,685,2469,2,616,181,60,9,7,335,145,272,237,3593,1,1036,15,10,296,72,62,3,549,4,1582,8,33,25,2,20,1073,23,1,2223,14,15,8,757,5880,52,9712,8658,33,20,9713,5740,1708,3,959,6969,2841,8,3,1257,4,676,373,48,501,156,1,134,491,4688,75,5,1497,27,21,1524,1,545,276,28,2133,9,1367,5,226,340,6,560,48,51,1676,2644,19,685,50,6,1,32,7,1646,1253,747,5,1825,1672,30,15,9,7,335,7381,100,90,604,10,44,757,5,685,1764,6,79,157,1091,5490,5491,15,1,9,105,7,1530,11,1,335,88,21,1435,2,20,1344,23,111,1375,5,2274,3,226,1557,8,5149,562,43,226,8311,52,547,993,3,140,313,6,2181,66,4687,1,335,6,1008,912,1091
454,3,931,1690,4,1417,25,44,162,699,2955,1633,2,352,17,76,2460,37,1310,4,355,395,203,1216,11,435,290,7,4709,1695,11,9715,3753,1,290,2852,12,1567,2,1809,2,871,115,5367,67,10,7,1568,4498,794,2,2446,3,4709,26,79,13,483,296,35,354,2104,1,35,25,42,352,395,203,1216,4709,2323,26,435,290,3221,59,1,8631,232,3873,916,4436,50,2,859,1,92,104,2194,3,1014,8,22,581,2,1377,1865,545,891,524,40,222,3,232,546,63,39,103,58,10,2938,1313,24,1014,19,136,19,559,2955,22,150,740,97,223,1417,139,17,2938,99,20,4289,91,13,2136,3,1014,2,1,945,1417,139,8,91,4,2955,7,844,312,1,1865,545,1160,1497,2267,2,1356,282,290,7,891,1,118,9128,7274,24,2051,11,3,1757,981,29,60,1,118,42,386,2,9185,1,3665,3009,2955,7,1757,5,61,85,2358,1,1630,7,2051,3732,17,491,224,2079,4646,8,13,846,863,17,368,2357,1659,2,343,23,462,5,6628,704,8,13,254,21,4218,3,2031,2,1,945,2955,22,2483,3,2031,2,1,945,11,1047,93,81,34,14,7,2191,2,193,50,377,2,119,61,451,26,2731,11,3,106,128,101,114,2199
455,3,49,4,419,60,3277,1,542,7,113,2,1327,17,184,1290,460,14,730,2,224,3138,2,5239,61,2,8488,70,12,21,6,17,1290,289,1869,2010,894,1,273,85,57,205,1,118,1956,2,6009,115,184,1974,5,1956,2,747,115,184,1746,2868,50,6,8,273,361,5,14,82,20,430,24,162,6,5492,7,273,321,156,1410,11,1,123,553,74,20,893,9719,1,466,1,563,22,2091,37,2,115,2539,1999,447,146,1,123,553,52,940,9,488,237,3,7906,23,527,11,307,1011,2,865,487,28,2394,52,1772,52,1168,6,1,3762,988,146,1,123,553,424,1,3284,13,7,5159,151,5,151,5,151,10,14,341,3,523,4,81,10,76,5243,1,307,5,942,5928,1,1530,538,1,1805,2,139,463,4,17,770,9103,2,261,308,60,12,89,6,1,4205,4,3,4546,1082,2573,2,135,2,135,786,1139,5,89,357,2768,27,1916,2,4355,6,5,14,176,136,20,1209,11,90,2,88,67,424,2691,126,4867,24,12,211,3,563,351,2438,17,1731,2,5345,3,5054,5,5492,357,563,7,6335,22,3423,594,85,17,5047,319,16,37,5714,6272,641,2845,1,104,693,419,4,1731,128,101,114,994,1102,147,143
456,8,1927,4646,1,1452,4,1,16,1,466,1725,52,1675,127,5462,43,14,27,527,857,196,394,9,1450,971,2,1569,406,44,159,2786,106,5462,189,104,34,63,39,372,29,1,1443,621,371,343,11,44,466,5,141,39,25,2,1304,436,3,10,2,1283,39,26,1930,4,5814,57,113,1235,4038,1970,3,1958,8,190,35,447,11,1,123,553,18,2375,29,3,3647,1399,569,5278,10,1,266,159,466,13,9258,19,13,597,13,7,1,767,2846,6,1,510,4,3043,16,17,4570,202,2,61,428,8,1,465,28,9386,1,552,1149,1,19,30,62,4653,16,3,1957,186,1,4082,146,1,1183,2386,4,1,1399,72,12,3,1474,1405,687,23,1,1419,113,1295,1,4082,205,50,5806,2,248,41,408,69,72,2,1836,14,58,5,41,1149,61,3287,1,466,58,5,2394,151,30,15,35,677,14,18,321,4967,67,35,3,1553,13,3261,10,14,11,3,467,1758,133,1448,24,12,1,759,4,1,4531,10,1,113,30,745,3,292,1399,3007,30,193,3,6480,159,466,52,3007,37,37,1305,159,465,12,1703,6,1348,4,57,19,1,123,553,5209,34,63,14,528,2,5704,1,466,136,39,193,70,1516,128,101,114,2199
457,500,566,2,1134,133,89,4634,12,64,1,345,7,997,67,73,42,4,336,497,75,1522,34,6336,12,126,1588,23,1,1404,59,93,876,527,11,17,1222,6336,5,1404,9725,1114,2864,2245,4634,7,2681,10,9259,60,176,25,1454,3,252,6,1,1572,4,1524,2,1138,368,265,78,8,34,216,79,9722,6952,62,488,619,23,52,21,1656,34,37,385,82,87,284,68,16,196,379,2,139,7536,52,7471,6336,107,17,421,1894,296,574,8,17,997,7,2681,6,75,162,3114,52,951,5350,165,1746,8,7,37,8744,8,7,2380,3934,23,1,243,8,2112,133,5720,17,184,626,996,1,134,491,368,4,17,184,18,3,1131,4,3,185,23,1241,385,5,1554,113,849,489,1,1404,4,7535,524,40,1047,1358,2,400,710,197,382,6,1529,2,1177,127,439,24,605,2,4043,11,3183,1404,9725,2864,4711,2430,1113,29,1,3739,4,495,28,666,687,4,1,6337,14,12,2501,8,99,228,20,53,39,193,14,5,39,14,39,103,64,19,703,6,165,1224,43,8,2501,67,35,1918,35,89,1131,1,1113,11,3183,4634,5,79,1698,710,126,2536,3651,35,74,1594,16,8,53,14,1933,821,24,2029,723,128,101,114,9726,687,804
458,1,45,38,483,10,76,729,470,59,9,7,54,36,4240,8,17,3619,1252,552,689,13,7,55,2070,6,80,6,2509,1,640,4,1,159,50,1552,575,5,449,9728,2,9729,1826,73,558,1785,2,47,275,281,1029,449,5,36,953,533,575,9,15,13,33,789,1113,1,112,53,3,118,933,1175,440,3,437,482,1315,12,7537,11,2855,3,341,583,525,2,765,3,1544,1842,4,140,118,999,904,65,535,175,1881,4,1,32,7,94,44,340,42,344,247,2,3455,10,29,318,93,108,390,2,235,1,583,112,25,15,30,42,1899,212,11,1,932,507,50,656,2,1,137,96,1357,19,361,19,252,4,44,1054,11,3150,390,10,1,432,583,34,9,15,6,3,376,843,10,230,35,1487,10,3931,1209,434,5,314,292,30,74,40,89,7538,3,933,2,119,44,2247,94,22,271,6338,1949,3,1159,49,11,55,80,181,692,2,358,1,118,2769,186,2467,327,298,235,3,6930,2840,4,464,375,2,1707,55,81,52,2943,2,235,494,5,1162,3,2281,118,933,10,1050,654,598,15,13,5,729,1089,1,544,1385,663,33,20,2,6133,16,45,340,6,94,416,4,129,2,1,54,36,11,3,343,392
459,184,85,224,490,2495,15,6,3,188,8,22,51,635,11,219,5,35,5751,3598,8,165,868,5,6338,25,1486,219,26,1676,165,2429,5,95,83,6,3,162,8,5350,1,544,5487,4,224,545,11,127,1230,35,25,400,151,35,267,1886,19,35,386,2868,1,202,2858,4,165,490,35,5751,1169,11,1792,11,2825,165,500,5,165,1122,1886,784,2495,34,39,170,40,119,1792,2442,74,39,1438,2,21,20,3051,2495,9730,500,1391,5,901,266,757,1312,99,20,1209,5,8,1001,50,99,20,5777,11,126,1001,13,87,2672,43,126,1320,2,1911,1312,10,17,184,130,840,1820,36,953,9422,3506,2495,7,1222,59,13,702,1,231,146,3,392,35,18,2,965,2157,2322,1258,17,3970,6,1678,1022,1129,2,17,83,124,15,35,1073,16,61,363,6,1,206,205,13,2175,5,702,1,231,14,920,462,8,17,1222,18,1,134,2456,336,4,503,11,61,17,500,1,2429,4,1,36,407,5,24,3633,3835,2095,78,24,2679,40,420,19,242,19,1,1395,62,4970,34,1,243,8,2495,18,7468,425,1001,5,2249,10,1,2253,6,17,1861,3649,124,722,14,5,87,55,4757,173,7,3,369,10,1,605,114,2905,128,101,1473
460,65,25,3998,1950,32,7,31,49,291,36,31,71,1,291,31,3824,6,1,32,7,36,4,227,15,10,204,8,65,48,3998,3,31,49,30,719,2,120,10,202,163,5,8,965,33,20,707,6,3,467,1006,36,1061,5,601,144,582,1589,2225,107,277,1,1350,4,1,49,33,20,666,63,1,36,528,85,4240,29,395,327,1107,267,4514,10,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,25,51,5494,44,141,11,142,46,283,9,210,154,629,3620,8,7330,6,11,3,2148,46,9,1,214,28,22,982,889,322,1709,4,17,1309,490,5494,17,184,141,5,1339,2,88,67,89,26,1,2313,124,4843,8,50,28,88,70,13,254,99,20,1977,7539,9,5,17,105,27,870,171,183,11,4520,16,3,287,83,2,2372,95,108,529,9,12,66,3,31,5,22,150,1829,16,93,153,4450,50,187,50,16,5,1267,3947,6,243,9,7,184,31,274,33,680,679,61,5,17,500,5,13,22,2268,17,184,500,276,6,357,54,36,1937,56,106,625,1,881,2397,2,2258,17,509,56,4,60,4686,908,532,93,76,1766,1380,58,1,2809,5,1452,4,9,7,376,78,257,280,12,297,174,76,166,9733,9733,154,411,257,285,5,41,388,193,28,22,51,5494,44,141,11,142,154,411,39,25,51,5494,191,11,142,4173,9734,70,39,9735,154,411,2412,12,3,2355,188,566,26,39,8,7,1062,70,39,27,297,2,191,154,629,9736,75,1803,9,22,1,137,96,55,80,495,5,13,4774,2,6341,251,55,58,4,1027,1708,13,12,923,26,124,5,272,6,1263,205,13,3933,128,101,1181,1575,147,143
462,180,2,4712,199,260,2735,4,47,109,71,199,949,260,1268,565,69,45,264,98,6,24,346,7,246,32,7,47,109,42,20,2841,10,437,742,180,83,209,15,10,204,260,42,20,1,104,199,690,2,1,47,26,45,180,6,3,2386,2130,63,13,1175,124,65,275,6,1,1489,42,2668,2,1446,4,1,735,813,180,502,8691,8692,345,269,1176,4611,5,282,4,83,229,3909,42,863,2,4712,260,348,3909,7,124,15,6,3,188,260,3541,4,565,18,181,395,1613,1306,98,22,21,4742,1666,6,1,437,613,120,424,126,1394,23,38,46,9,2,88,67,850,5,1101,2,98,7,130,62,21,530,3313,10,204,98,18,3,2026,413,803,130,18,7009,23,231,8,13,1915,3295,52,3307,1831,800,106,13,18,6,17,1722,13,418,1,431,231,194,30,62,3,1106,4,4298,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,5770,69,261,308,41,121,48,493,2484,2770,309,611,72,727,16,181,203,276,4,1,1825,1672,121,903,62,309,2,1768,2389,1,574,59,5066,7,9737,168,107,1,226,8,30,62,129,2,795,6,7534,7882,1431,5,530,5,8,875,1,833,118,9739,4,4304,3236,28,581,63,1,7540,3436,15,41,62,561,2,386,55,1208,6,3,287,141,5,16,75,1637,91,14,18,37,7540,80,3,474,9740,399,18,561,2,88,6,3,1687,2297,1,5006,410,2781,1715,10,70,1,226,74,88,6,3,83,52,2297,5,23,2835,5066,12,3,287,141,95,226,468,33,20,7189,1010,64,91,4,8,34,72,62,69,836,203,2770,26,756,96,10,1,2030,6,461,59,1072,5,1,105,2423,194,8,261,308,524,40,1177,11,153,251,424,1585,595,58,4,1419,958,5,97,2389,5,1668,2577,7,1900,1451,151,69,1,9,105,194,1,468,22,51,232,72,27,5740,14,7,635,34,24,12,3,1002,4,5,41,74,40,25,26,1,54,36,63,2921,2,2895,1132,127,205,50,27,1930,168,689,8,126,37,1083,12,3,523,587,4,3,3445,6,611,589,80,24,105,12,1732,128,101,114,963,1152,5,994,1102,147,143
464,10,98,69,1,231,5,150,127,766,1246,2,17,1892,8,98,12,37,9742,1415,1,596,23,1,98,130,2,7207,1739,19,2419,19,519,16,9,2488,1,4109,11,1,38,6,1,180,454,9,22,1259,98,5,1987,61,10,204,29,3,754,6,3225,461,1366,1,180,83,671,1,38,7,177,4,98,417,424,589,23,97,441,65,187,47,275,281,1029,449,2,3384,857,26,98,180,240,408,2370,11,9,6,116,77,7,268,109,6820,61,23,5469,84,2,2039,84,69,199,435,290,213,22,51,9743,23,161,431,3192,16,555,1028,2,1,5471,116,163,4,271,276,4,94,1,1148,1569,4,223,1173,1629,52,431,22,656,151,786,682,26,3004,7161,961,3875,2,884,1401,6331,2241,6342,45,340,25,15,8,53,98,2563,13,82,497,37,1421,183,23,1,47,908,144,45,1051,4855,1,441,32,7,102,26,180,15,10,459,7,83,4,1,1163,8,13,110,21,120,11,98,5,416,1251,3,1542,6,413,1,4626,972,4,1,974,166,840,60,2932,180,125,22,1259,260,6,37,4626,10,569,1,840,1394,333,240,6,180,2,1712,4855,7,715,5,1304,3,1542,6,413,53,30,110,21,215,2,120,11,260
465,458,94,55,81,2,5029,3,606,7196,1,697,15,2,7428,1,118,186,531,106,1,3202,53,3029,33,358,1,1036,595,29,116,77,7,1204,30,27,250,26,45,1745,4,9745,9,43,304,6,610,298,375,11,1,226,7,2287,2765,3028,304,1092,116,77,11,373,45,5,108,340,6,1,36,5,47,25,51,309,538,1,4257,2,3,294,10,1716,341,1204,11,1,464,610,77,60,293,12,117,373,300,112,27,2041,1549,6,670,365,341,53,226,27,7542,68,19,9,22,2725,14,12,1414,216,65,6,94,5,9,42,700,4775,2026,1459,2,20,4573,2,848,4,1,931,341,600,112,803,390,5231,27,525,6,1,45,1680,94,2,235,341,600,25,51,2660,2,396,44,221,2478,2,348,1256,4,37,434,583,23,9746,14,2,37,239,4,77,3392,49,8,49,33,711,403,1442,2,932,1,1533,4,1195,4,1960,50,28,417,2,1,137,96,19,361,5,25,3031,4650,36,953,533,575,198,43,1,1998,4,9746,1,434,1325,2,3,341,49,15,13,792,2,3599,1,324,34,13,1241,8,94,12,171,3,1021,1315,2,235,1,932,583,194,41,350,409,97,7925,6,1348,4,8,1785,2,1,341,600
466,9,647,1733,190,13,2015,376,10,167,1436,71,32,7,38,46,9,7,1111,647,256,1719,10,569,11,3,376,43,1,1436,4,92,123,200,427,472,167,3,1246,1390,6,1,639,85,225,1418,6,1,207,32,7,268,109,6,37,414,16,7543,229,1733,15,1,376,18,165,1803,5,8,13,2015,1,376,8,1338,55,837,43,216,72,48,51,2028,2,4846,1,132,183,35,267,58,4,1,2062,329,1733,107,7543,35,110,21,810,2,1314,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
